indice,Data_Publicacao,data_gmt,Data_Pregao_Atribuido,Categoria,Portal,Fonte,Noticia,Resumo,URL,Idioma,texto
N0006550,2019-05-30 19:38:22,2019-05-30T22:38:22,2019-05-31,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Três fatores importantes podem afetar a oferta e a demanda do petróleo,"Por Ellen R. Wald, Ph.D. para Investing Até agora, o ano de 2019 tem sido bom para os traders de petróleo, com os preços subindo de forma constante durante os primeiros meses, para a surpresa de diversos observadores e analistas que há meses vinham prevendo uma recessão. No entanto, o pêndulo de boas e más notícias parece, […]",https://www.moneytimes.com.br/tres-fatores-importantes-podem-afetar-a-oferta-e-a-demanda-no-petroleo/,pt,"três fatores importantes podem afetar a oferta e a demanda do petróleo || por ellen r. wald, ph.d. para investing até agora, o ano de 2019 tem sido bom para os traders de petróleo, com os preços subindo de forma constante durante os primeiros meses, para a surpresa de diversos observadores e analistas que há meses vinham prevendo uma recessão. no entanto, o pêndulo de boas e más notícias parece, […]"
N0006762,2019-06-18 20:21:05,2019-06-18T23:21:05,2019-06-19,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Ações da Azul e da Gol já voaram demais, avalia UBS","O UBS revisitou as projeções para as companhias aéreas da América Latina e cortou a recomendação para as ações da Azul (AZUL4) de neutra para venda, mostra um relatório enviado a clientes nesta terça-feira (18). O preço-alvo foi ajustado de R$ 39,40 para R$ 40, o que representa um potencial de desvalorização de aproximadamente 10%. […]",https://www.moneytimes.com.br/azul-ou-gol-ubs-refaz-contas-para-as-acoes/,pt,"ações da azul e da gol já voaram demais, avalia ubs || o ubs revisitou as projeções para as companhias aéreas da américa latina e cortou a recomendação para as ações da azul (azul4) de neutra para venda, mostra um relatório enviado a clientes nesta terça-feira (18). o preço-alvo foi ajustado de r$ 39,40 para r$ 40, o que representa um potencial de desvalorização de aproximadamente 10%. […]"
N0007326,2019-08-05 18:40:13,2019-08-05T21:40:13,2019-08-06,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"CDS sugere melhora próxima no “rating” do Brasil, mas crescimento é essencial, veem estrategistas","O prêmio de risco do Brasil, medido pelo Credit Default Swap (CDS), tem oscilado em torno de mínimas em cinco anos, em patamares condizentes com os de países que ostentam grau de investimento, mas uma elevação da nota brasileira só deve ocorrer com a volta do crescimento econômico. Estrategistas avaliam que fatores que justificaram a queda nessa percepção, incluindo as expectativas positivas para a reforma da Previdência e […]",https://www.moneytimes.com.br/cds-sugere-melhora-proxima-no-rating-do-brasil-mas-crescimento-e-essencial-veem-estrategistas/,pt,"cds sugere melhora próxima no “rating” do brasil, mas crescimento é essencial, veem estrategistas || o prêmio de risco do brasil, medido pelo credit default swap (cds), tem oscilado em torno de mínimas em cinco anos, em patamares condizentes com os de países que ostentam grau de investimento, mas uma elevação da nota brasileira só deve ocorrer com a volta do crescimento econômico. estrategistas avaliam que fatores que justificaram a queda nessa percepção, incluindo as expectativas positivas para a reforma da previdência e […]"
N0007727,2019-08-27 20:40:10,2019-08-27T23:40:10,2019-08-28,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,"Engie Brasil é atraente em dividendos e com baixa volatilidade, aponta Safra","As ações da Engie Brasil (EGIE3) são uma alternativa atraente em dividendos (com pagamento de 95% dos lucros) e com baixa volatilidade, indica o banco Safra em um relatório enviado a clientes nesta terça-feira (27). Os analistas Kaique Vasconcellos e Daniel Travitzky retomaram a cobertura dos papeis com um preço-alvo de R$ 48 e recomendação outperform (desempenho […]",https://www.moneytimes.com.br/engie-brasil-e-atraente-em-dividendos-e-com-baixa-volatilidade-aponta-safra/,pt,"engie brasil é atraente em dividendos e com baixa volatilidade, aponta safra || as ações da engie brasil (egie3) são uma alternativa atraente em dividendos (com pagamento de 95% dos lucros) e com baixa volatilidade, indica o banco safra em um relatório enviado a clientes nesta terça-feira (27). os analistas kaique vasconcellos e daniel travitzky retomaram a cobertura dos papeis com um preço-alvo de r$ 48 e recomendação outperform (desempenho […]"
N0007789,2019-08-29 19:52:49,2019-08-29T22:52:49,2019-08-30,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Recuo do PIB agrícola é alerta para problema da tabela do frete, diz Abiove","A retração do PIB agropecuário em 0,4% no segundo trimestre ante o período anterior, anunciado nesta quinta-feira pelo IBGE, é um alerta sobre impacto negativo ao agronegócio do tabelamento do frete rodoviário, avaliou a Associação Brasileira das Indústrias de Óleos Vegetais (Abiove). Para o presidente da Abiove, André Nassar, a economia ainda não se recuperou […]",https://www.moneytimes.com.br/recuo-do-pib-agricola-e-alerta-para-problema-da-tabela-do-frete-diz-abiove/,pt,"recuo do pib agrícola é alerta para problema da tabela do frete, diz abiove || a retração do pib agropecuário em 0,4% no segundo trimestre ante o período anterior, anunciado nesta quinta-feira pelo ibge, é um alerta sobre impacto negativo ao agronegócio do tabelamento do frete rodoviário, avaliou a associação brasileira das indústrias de óleos vegetais (abiove). para o presidente da abiove, andré nassar, a economia ainda não se recuperou […]"
N0007802,2019-08-30 17:47:51,2019-08-30T20:47:51,2019-09-02,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar fecha em queda negociado a R$ 4,14, mas acumula maior alta mensal em quase 4 anos","O dólar encerrou em queda frente ao real, em dia marcado por viés positivo nos mercados externos, em meio a otimismo em relação às negociações comerciais entre Estados Unidos e China. O dólar à vista  teve queda de 0,71%, a 4,1421 reais na venda, em sessão em geral positiva para moedas emergentes. A moeda norte-americana, […]",https://www.moneytimes.com.br/dolar-tem-queda-de-071-mas-acumula-maior-alta-mensal-em-quase-4-anos/,pt,"dólar fecha em queda negociado a r$ 4,14, mas acumula maior alta mensal em quase 4 anos || o dólar encerrou em queda frente ao real, em dia marcado por viés positivo nos mercados externos, em meio a otimismo em relação às negociações comerciais entre estados unidos e china. o dólar à vista  teve queda de 0,71%, a 4,1421 reais na venda, em sessão em geral positiva para moedas emergentes. a moeda norte-americana, […]"
N0007861,2019-09-03 17:09:39,2019-09-03T20:09:39,2019-09-04,CAT3_Geopolitica,MoneyTimes,WP_MoneyTimes,"Dólar encerra em R$ 4,17 com foco na cena externa","O dólar encerrou em leve queda frente ao real nesta terça-feira, em dia em geral positivo para as moedas emergentes, com investidores de olho nos desenvolvimentos da disputa comercial entre Estados Unidos e China e nas atuações do Banco Central no câmbio. O dólar à vista teve queda de 0,09%, a 4,1798 reais na venda. […]",https://www.moneytimes.com.br/dolar-encerra-em-r-417-com-foco-na-cena-externa/,pt,"dólar encerra em r$ 4,17 com foco na cena externa || o dólar encerrou em leve queda frente ao real nesta terça-feira, em dia em geral positivo para as moedas emergentes, com investidores de olho nos desenvolvimentos da disputa comercial entre estados unidos e china e nas atuações do banco central no câmbio. o dólar à vista teve queda de 0,09%, a 4,1798 reais na venda. […]"
N0008250,2019-09-26 17:49:04,2019-09-26T20:49:04,2019-09-27,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Bancos estão dispostos a ceder dividendos para dar mais tempo à Odebrecht, avalia Guide","Segundo a Guide Investimentos, a possibilidade dos bancos credores da Odebrecht – Itaú Unibanco (ITUB4), Bradesco (BBDC4), Banco do Brasil (BBAS3) e BNDES – de liberar o pagamento de dividendos de 2018 da Braskem (BRKM5) deve ser vista como positiva para a petroquímica. “Os bancos credores estão dispostos a ceder nos dividendos para dar mais tempo à Odebrecht, […]",https://www.moneytimes.com.br/bancos-estao-dispostos-a-ceder-dividendos-para-dar-mais-tempo-a-odebrecht-avalia-guide/,pt,"bancos estão dispostos a ceder dividendos para dar mais tempo à odebrecht, avalia guide || segundo a guide investimentos, a possibilidade dos bancos credores da odebrecht – itaú unibanco (itub4), bradesco (bbdc4), banco do brasil (bbas3) e bndes – de liberar o pagamento de dividendos de 2018 da braskem (brkm5) deve ser vista como positiva para a petroquímica. “os bancos credores estão dispostos a ceder nos dividendos para dar mais tempo à odebrecht, […]"
N0008327,2019-10-01 17:36:39,2019-10-01T20:36:39,2019-10-02,CAT7_Macro_Energia,MoneyTimes,WP_MoneyTimes,"Dólar fecha cotado a R$ 4,16 com exterior arisco, mas notícias sobre Previdência limitam ganho","O dólar fechou em leve alta ante o real nesta terça-feira, primeira sessão do mês e do último trimestre do ano, com o mercado de câmbio influenciado por um dia de forma geral negativo para ativos de risco, após dados nos Estados Unidos reforçarem temores de recessão na maior economia do mundo. O dólar à […]",https://www.moneytimes.com.br/dolar-fecha-em-alta-com-exterior-arisco/,pt,"dólar fecha cotado a r$ 4,16 com exterior arisco, mas notícias sobre previdência limitam ganho || o dólar fechou em leve alta ante o real nesta terça-feira, primeira sessão do mês e do último trimestre do ano, com o mercado de câmbio influenciado por um dia de forma geral negativo para ativos de risco, após dados nos estados unidos reforçarem temores de recessão na maior economia do mundo. o dólar à […]"
N0008322,2019-10-01 17:10:48,2019-10-01T20:10:48,2019-10-02,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,"Socopa retira Kroton, Fleury e Itaú da carteira mensal Top Pick","A Socopa alterou três ações em sua carteira top pick de outubro. Kroton (KROT3), Fleury (FLRY3) e Itaú Unibanco (ITUB4) saíram para dar espaço a Bradesco (BBDC4), Vale (VALE3) e EDP Energias do Brasil (ENBR3), de acordo com o relatório divulgado pela empresa nesta terça-feira (1). “Olhando para frente, seguimos com visão positiva para o […]",https://www.moneytimes.com.br/socopa-retira-kroton-fleury-e-itau-de-sua-carteira-mensal-top-pick/,pt,"socopa retira kroton, fleury e itaú da carteira mensal top pick || a socopa alterou três ações em sua carteira top pick de outubro. kroton (krot3), fleury (flry3) e itaú unibanco (itub4) saíram para dar espaço a bradesco (bbdc4), vale (vale3) e edp energias do brasil (enbr3), de acordo com o relatório divulgado pela empresa nesta terça-feira (1). “olhando para frente, seguimos com visão positiva para o […]"
N0008449,2019-10-07 20:39:58,2019-10-07T23:39:58,2019-10-08,CAT4_Infraestrutura,MoneyTimes,WP_MoneyTimes,Rio pode perder R$ 56 bilhões se STF decidir pela partilha dos royalties,"A Assembleia Legislativa do Rio de Janeiro (Alerj) vai enviar até o final deste mês um relatório a representantes dos governos do estado e da União com informações sobre as consequências negativas para o estado, caso haja a distribuição de royalties e participações especiais do petróleo por municípios e estados de todo o país. A informação foi […]",https://www.moneytimes.com.br/rio-pode-perder-r-56-bi-se-stf-decidir-pela-partilha-dos-royalties/,pt,"rio pode perder r$ 56 bilhões se stf decidir pela partilha dos royalties || a assembleia legislativa do rio de janeiro (alerj) vai enviar até o final deste mês um relatório a representantes dos governos do estado e da união com informações sobre as consequências negativas para o estado, caso haja a distribuição de royalties e participações especiais do petróleo por municípios e estados de todo o país. a informação foi […]"
N0008839,2019-10-25 18:40:49,2019-10-25T21:40:49,2019-10-28,CAT1_Empresa,MoneyTimes,WP_MoneyTimes,Dólar fecha a R$ 4 com maior queda semanal desde fevereiro,"O dólar voltou a cair frente ao real nesta sexta-feira, chegando a novamente ceder abaixo do suporte psicológico de 4 reais, em um dia positivo para ativos de risco no exterior e com expectativas de melhora no fluxo cambial local. Comentários da Petrobras (PETR4) de que tentaria minimizar impactos sobre o mercado de câmbio decorrentes de operações […]",https://www.moneytimes.com.br/dolar-fecha-a-r-4-com-maior-queda-semanal-desde-fevereiro/,pt,"dólar fecha a r$ 4 com maior queda semanal desde fevereiro || o dólar voltou a cair frente ao real nesta sexta-feira, chegando a novamente ceder abaixo do suporte psicológico de 4 reais, em um dia positivo para ativos de risco no exterior e com expectativas de melhora no fluxo cambial local. comentários da petrobras (petr4) de que tentaria minimizar impactos sobre o mercado de câmbio decorrentes de operações […]"
N0008944,2019-10-31 21:32:07,2019-11-01T00:32:07,2019-11-01,CAT2_Mercado_Petroleo,MoneyTimes,WP_MoneyTimes,Quais ações comprar em novembro? BB retira Magazine Luiza e traz 5 novidades,"O mês de novembro deve ser mais um positivo para o Ibovespa em 2019, aponta o time de análise do BB Investimentos em um relatório enviado a clientes nesta quinta-feira (31). Segundo Victor Penna e Wesley Bernabé, o cenário é suportado pela temporada de resultados do terceiro trimestre, que devem trazer números positivos. “Se, por um lado, […]",https://www.moneytimes.com.br/quais-acoes-comprar-em-novembro-bb-retira-magazine-luiza-e-traz-5-novidades/,pt,"quais ações comprar em novembro? bb retira magazine luiza e traz 5 novidades || o mês de novembro deve ser mais um positivo para o ibovespa em 2019, aponta o time de análise do bb investimentos em um relatório enviado a clientes nesta quinta-feira (31). segundo victor penna e wesley bernabé, o cenário é suportado pela temporada de resultados do terceiro trimestre, que devem trazer números positivos. “se, por um lado, […]"
N0008998,2019-11-05 17:00:09,2019-11-05T20:00:09,2019-11-06,CAT2_Mercado_Petroleo,Petronoticias,WP_Petronoticias,ANÚNCIO OFICIAL DA SAÍDA DOS ESTADOS UNIDOS DO ACORDO DE PARIS PROVOCA REAÇÕES NA EUROPA E NA CHINA,"Quando o secretário de Estado dos Estados Unidos, Mike Pompeo (foto principal), anunciou que o país iniciou o processo de retirada do Acordo de Paris sobre as mudanças climáticas, enviando uma notificação formal às Nações Unidas, criou um ambiente ruim para a situação, mesmo com a retirada formal entrando em vigor um ano após a entrega […]",https://petronoticias.com.br/anuncio-oficial-da-saida-dos-estados-unidos-do-acordo-de-paris-provoca-reacoes-na-europa-e-na-china/,pt,"anúncio oficial da saída dos estados unidos do acordo de paris provoca reações na europa e na china || quando o secretário de estado dos estados unidos, mike pompeo (foto principal), anunciou que o país iniciou o processo de retirada do acordo de paris sobre as mudanças climáticas, enviando uma notificação formal às nações unidas, criou um ambiente ruim para a situação, mesmo com a retirada formal entrando em vigor um ano após a entrega […]"
